ID bloco;Xi;Yi;Xf;Yf;Tipo;Layer;Lenght;ID fiada;ID par;Check;XiDelta;YiDelta;;
B39001083;15.2853;17.21;15.6753;17.4;POLYLINE;B39C;39;F120001;P0010;;435;220;;
B39001084;15.6853;17.21;16.0753;17.4;POLYLINE;B39C;39;F120001;P0010;;475;220;;
B39001085;16.0853;17.21;16.4753;17.4;POLYLINE;B39C;39;F120001;P0010;;515;220;;
B39001086;13.4853;17.01;13.8753;17.2;POLYLINE;B39;39;F110002;P0010;;255;200;;
B39001087;13.8853;17.01;14.2753;17.2;POLYLINE;B39;39;F110002;P0010;;295;200;;
B39001088;14.2853;17.01;14.6753;17.2;POLYLINE;B39;39;F110002;P0010;;335;200;;
B39001089;15.8853;17.01;16.2753;17.2;POLYLINE;B39;39;F110001;P0010;;495;200;;
B39001090;16.2853;17.01;16.6753;17.2;POLYLINE;B39;39;F110001;P0010;;535;200;;
B04000076;16.4853;16.81;16.5253;17;POLYLINE;B04;4;F100001;P0010;;555;180;;
B39001091;13.6853;16.81;14.0753;17;POLYLINE;B39;39;F100002;P0010;;275;180;;
B39001092;14.0853;16.81;14.4753;17;POLYLINE;B39;39;F100002;P0010;;315;180;;
B39001093;16.0853;16.81;16.4753;17;POLYLINE;B39;39;F100001;P0010;;515;180;;
B39001094;13.4853;16.61;13.8753;16.8;POLYLINE;B39;39;F090002;P0010;;255;160;;
B39001095;13.8853;16.61;14.2753;16.8;POLYLINE;B39;39;F090002;P0010;;295;160;;
B39001096;14.2853;16.61;14.6753;16.8;POLYLINE;B39;39;F090002;P0010;;335;160;;
B39001097;15.8853;16.61;16.2753;16.8;POLYLINE;B39;39;F090001;P0010;;495;160;;
B39001098;16.2853;16.61;16.6753;16.8;POLYLINE;B39;39;F090001;P0010;;535;160;;
B04000077;16.4853;16.41;16.5253;16.6;POLYLINE;B04;4;F080001;P0010;;555;140;;
B39001099;13.6853;16.41;14.0753;16.6;POLYLINE;B39;39;F080002;P0010;;275;140;;
B39001100;14.0853;16.41;14.4753;16.6;POLYLINE;B39;39;F080002;P0010;;315;140;;
B39001101;16.0853;16.41;16.4753;16.6;POLYLINE;B39;39;F080001;P0010;;515;140;;
B39001102;13.4853;16.21;13.8753;16.4;POLYLINE;B39;39;F070002;P0010;;255;120;;
B39001103;13.8853;16.21;14.2753;16.4;POLYLINE;B39;39;F070002;P0010;;295;120;;
B39001104;14.2853;16.21;14.6753;16.4;POLYLINE;B39;39;F070002;P0010;;335;120;;
B39001105;15.8853;16.21;16.2753;16.4;POLYLINE;B39;39;F070001;P0010;;495;120;;
B39001106;16.2853;16.21;16.6753;16.4;POLYLINE;B39;39;F070001;P0010;;535;120;;
B04000078;16.4853;16.01;16.5253;16.2;POLYLINE;B04;4;F060001;P0010;;555;100;;
B39001107;13.6853;16.01;14.0753;16.2;POLYLINE;B39;39;F060002;P0010;;275;100;;
B39001108;14.0853;16.01;14.4753;16.2;POLYLINE;B39;39;F060002;P0010;;315;100;;
B39001109;16.0853;16.01;16.4753;16.2;POLYLINE;B39;39;F060001;P0010;;515;100;;
B39001110;13.4853;15.81;13.8753;16;POLYLINE;B39;39;F050001;P0010;;255;80;;
B39001111;13.8853;15.81;14.2753;16;POLYLINE;B39;39;F050001;P0010;;295;80;;
B39001112;14.2853;15.81;14.6753;16;POLYLINE;B39C;39;F050001;P0010;;335;80;;
B39001113;14.6853;15.81;15.0753;16;POLYLINE;B39C;39;F050001;P0010;;375;80;;
B39001114;15.0853;15.81;15.4753;16;POLYLINE;B39C;39;F050001;P0010;;415;80;;
B39001115;15.4853;15.81;15.8753;16;POLYLINE;B39C;39;F050001;P0010;;455;80;;
B39001116;15.8853;15.81;16.2753;16;POLYLINE;B39C;39;F050001;P0010;;495;80;;
B39001117;16.2853;15.81;16.6753;16;POLYLINE;B39;39;F050001;P0010;;535;80;;
B04000079;16.4853;15.61;16.5253;15.8;POLYLINE;B04;4;F040001;P0010;;555;60;;
B39001118;13.6853;15.61;14.0753;15.8;POLYLINE;B39;39;F040001;P0010;;275;60;;
B39001119;14.0853;15.61;14.4753;15.8;POLYLINE;B39;39;F040001;P0010;;315;60;;
B39001120;14.4853;15.61;14.8753;15.8;POLYLINE;B39;39;F040001;P0010;;355;60;;
B39001121;14.8853;15.61;15.2753;15.8;POLYLINE;B39;39;F040001;P0010;;395;60;;
B39001122;15.2853;15.61;15.6753;15.8;POLYLINE;B39;39;F040001;P0010;;435;60;;
B39001123;15.6853;15.61;16.0753;15.8;POLYLINE;B39;39;F040001;P0010;;475;60;;
B39001124;16.0853;15.61;16.4753;15.8;POLYLINE;B39;39;F040001;P0010;;515;60;;
B39001125;13.4853;15.41;13.8753;15.6;POLYLINE;B39;39;F030001;P0010;;255;40;;
B39001126;13.8853;15.41;14.2753;15.6;POLYLINE;B39;39;F030001;P0010;;295;40;;
B39001127;14.2853;15.41;14.6753;15.6;POLYLINE;B39;39;F030001;P0010;;335;40;;
B39001128;14.6853;15.41;15.0753;15.6;POLYLINE;B39;39;F030001;P0010;;375;40;;
B39001129;15.0853;15.41;15.4753;15.6;POLYLINE;B39;39;F030001;P0010;;415;40;;
B39001130;15.4853;15.41;15.8753;15.6;POLYLINE;B39;39;F030001;P0010;;455;40;;
B39001131;15.8853;15.41;16.2753;15.6;POLYLINE;B39;39;F030001;P0010;;495;40;;
B39001132;16.2853;15.41;16.6753;15.6;POLYLINE;B39;39;F030001;P0010;;535;40;;
B04000080;16.4853;15.21;16.5253;15.4;POLYLINE;B04;4;F020001;P0010;;555;20;;
B39001133;13.6853;15.21;14.0753;15.4;POLYLINE;B39;39;F020001;P0010;;275;20;;
B39001134;14.0853;15.21;14.4753;15.4;POLYLINE;B39;39;F020001;P0010;;315;20;;
B39001135;14.4853;15.21;14.8753;15.4;POLYLINE;B39;39;F020001;P0010;;355;20;;
B39001136;14.8853;15.21;15.2753;15.4;POLYLINE;B39;39;F020001;P0010;;395;20;;
B39001137;15.2853;15.21;15.6753;15.4;POLYLINE;B39;39;F020001;P0010;;435;20;;
B39001138;15.6853;15.21;16.0753;15.4;POLYLINE;B39;39;F020001;P0010;;475;20;;
B39001139;16.0853;15.21;16.4753;15.4;POLYLINE;B39;39;F020001;P0010;;515;20;;
B39001140;13.4853;15.01;13.8753;15.2;POLYLINE;B39;39;F010001;P0010;;255;0;;
B39001141;13.8853;15.01;14.2753;15.2;POLYLINE;B39;39;F010001;P0010;;295;0;;
B39001142;14.2853;15.01;14.6753;15.2;POLYLINE;B39;39;F010001;P0010;;335;0;;
B39001143;14.6853;15.01;15.0753;15.2;POLYLINE;B39;39;F010001;P0010;;375;0;;
B39001144;15.0853;15.01;15.4753;15.2;POLYLINE;B39;39;F010001;P0010;;415;0;;
B39001145;15.4853;15.01;15.8753;15.2;POLYLINE;B39;39;F010001;P0010;;455;0;;
B39001146;15.8853;15.01;16.2753;15.2;POLYLINE;B39;39;F010001;P0010;;495;0;;
B39001147;16.2853;15.01;16.6753;15.2;POLYLINE;B39;39;F010001;P0010;;535;0;;
B19000092;2.2;17.21;2.39;17.4;POLYLINE;B19;19;F120005;P0004;;220;220;;
B19000093;2.2;16.81;2.39;17;POLYLINE;B19;19;F100013;P0004;;220;180;;
B19000094;2.2;16.41;2.39;16.6;POLYLINE;B19;19;F080013;P0004;;220;140;;
B19000095;2.2;16.01;2.39;16.2;POLYLINE;B19;19;F060012;P0004;;220;100;;
B19000096;2.2;15.61;2.39;15.8;POLYLINE;B19;19;F040011;P0004;;220;60;;
B19000097;2.2;15.21;2.39;15.4;POLYLINE;B19;19;F020012;P0004;;220;20;;
B39001148;2;17.41;2.39;17.6;POLYLINE;B39C;39;F130005;P0004;;200;240;;
B39001149;1.2;17.41;1.59;17.6;POLYLINE;B39C;39;F130005;P0004;;120;240;;
B39001150;1.6;17.41;1.99;17.6;POLYLINE;B39C;39;F130005;P0004;;160;240;;
B39001151;0.8;17.41;1.19;17.6;POLYLINE;B39C;39;F130005;P0004;;80;240;;
B39001152;0;17.41;0.39;17.6;POLYLINE;B39C;39;F130005;P0004;;0;240;;
B39001153;0.4;17.41;0.79;17.6;POLYLINE;B39C;39;F130005;P0004;;40;240;;
B39001154;1.8;17.21;2.19;17.4;POLYLINE;B39;39;F120005;P0004;;180;220;;
B39001155;1;17.21;1.39;17.4;POLYLINE;B39;39;F120005;P0004;;100;220;;
B39001156;1.4;17.21;1.79;17.4;POLYLINE;B39;39;F120005;P0004;;140;220;;
B39001157;0.6;17.21;0.99;17.4;POLYLINE;B39;39;F120005;P0004;;60;220;;
B39001158;0.2;17.21;0.59;17.4;POLYLINE;B39;39;F120005;P0004;;20;220;;
B19000098;0;17.21;0.19;17.4;POLYLINE;B19;19;F120005;P0004;;0;220;;
B39001159;2;17.01;2.39;17.2;POLYLINE;B39;39;F110013;P0004;;200;200;;
B39001160;1.2;17.01;1.59;17.2;POLYLINE;B39;39;F110013;P0004;;120;200;;
B39001161;1.6;17.01;1.99;17.2;POLYLINE;B39;39;F110013;P0004;;160;200;;
B39001162;0.8;17.01;1.19;17.2;POLYLINE;B39;39;F110013;P0004;;80;200;;
B39001163;0;17.01;0.39;17.2;POLYLINE;B39;39;F110013;P0004;;0;200;;
B39001164;0.4;17.01;0.79;17.2;POLYLINE;B39;39;F110013;P0004;;40;200;;
B39001165;1.8;16.81;2.19;17;POLYLINE;B39;39;F100013;P0004;;180;180;;
B39001166;1;16.81;1.39;17;POLYLINE;B39;39;F100013;P0004;;100;180;;
B39001167;1.4;16.81;1.79;17;POLYLINE;B39;39;F100013;P0004;;140;180;;
B39001168;0.6;16.81;0.99;17;POLYLINE;B39;39;F100013;P0004;;60;180;;
B39001169;0.2;16.81;0.59;17;POLYLINE;B39;39;F100013;P0004;;20;180;;
B19000099;0;16.81;0.19;17;POLYLINE;B19;19;F100013;P0004;;0;180;;
B39001170;2;16.61;2.39;16.8;POLYLINE;B39;39;F090013;P0004;;200;160;;
B39001171;1.2;16.61;1.59;16.8;POLYLINE;B39;39;F090013;P0004;;120;160;;
B39001172;1.6;16.61;1.99;16.8;POLYLINE;B39;39;F090013;P0004;;160;160;;
B39001173;0.8;16.61;1.19;16.8;POLYLINE;B39;39;F090013;P0004;;80;160;;
B39001174;0;16.61;0.39;16.8;POLYLINE;B39;39;F090013;P0004;;0;160;;
B39001175;0.4;16.61;0.79;16.8;POLYLINE;B39;39;F090013;P0004;;40;160;;
B39001176;1.8;16.41;2.19;16.6;POLYLINE;B39;39;F080013;P0004;;180;140;;
B39001177;1;16.41;1.39;16.6;POLYLINE;B39;39;F080013;P0004;;100;140;;
B39001178;1.4;16.41;1.79;16.6;POLYLINE;B39;39;F080013;P0004;;140;140;;
B39001179;0.6;16.41;0.99;16.6;POLYLINE;B39;39;F080013;P0004;;60;140;;
B39001180;0.2;16.41;0.59;16.6;POLYLINE;B39;39;F080013;P0004;;20;140;;
B19000100;0;16.41;0.19;16.6;POLYLINE;B19;19;F080013;P0004;;0;140;;
B39001181;2;16.21;2.39;16.4;POLYLINE;B39;39;F070012;P0004;;200;120;;
B39001182;1.2;16.21;1.59;16.4;POLYLINE;B39;39;F070012;P0004;;120;120;;
B39001183;1.6;16.21;1.99;16.4;POLYLINE;B39;39;F070012;P0004;;160;120;;
B39001184;0.8;16.21;1.19;16.4;POLYLINE;B39;39;F070012;P0004;;80;120;;
B39001185;0;16.21;0.39;16.4;POLYLINE;B39;39;F070012;P0004;;0;120;;
B39001186;0.4;16.21;0.79;16.4;POLYLINE;B39;39;F070012;P0004;;40;120;;
B39001187;1.8;16.01;2.19;16.2;POLYLINE;B39;39;F060012;P0004;;180;100;;
B39001188;1;16.01;1.39;16.2;POLYLINE;B39;39;F060012;P0004;;100;100;;
B39001189;1.4;16.01;1.79;16.2;POLYLINE;B39;39;F060012;P0004;;140;100;;
B39001190;0.6;16.01;0.99;16.2;POLYLINE;B39;39;F060012;P0004;;60;100;;
B39001191;0.2;16.01;0.59;16.2;POLYLINE;B39;39;F060012;P0004;;20;100;;
B19000101;0;16.01;0.19;16.2;POLYLINE;B19;19;F060012;P0004;;0;100;;
B39001192;2;15.81;2.39;16;POLYLINE;B39;39;F050011;P0004;;200;80;;
B39001193;1.2;15.81;1.59;16;POLYLINE;B39;39;F050011;P0004;;120;80;;
B39001194;1.6;15.81;1.99;16;POLYLINE;B39;39;F050011;P0004;;160;80;;
B39001195;0.8;15.81;1.19;16;POLYLINE;B39;39;F050011;P0004;;80;80;;
B39001196;0;15.81;0.39;16;POLYLINE;B39;39;F050011;P0004;;0;80;;
B39001197;0.4;15.81;0.79;16;POLYLINE;B39;39;F050011;P0004;;40;80;;
B39001198;1.8;15.61;2.19;15.8;POLYLINE;B39;39;F040011;P0004;;180;60;;
B39001199;1;15.61;1.39;15.8;POLYLINE;B39;39;F040011;P0004;;100;60;;
B39001200;1.4;15.61;1.79;15.8;POLYLINE;B39;39;F040011;P0004;;140;60;;
B39001201;0.6;15.61;0.99;15.8;POLYLINE;B39;39;F040011;P0004;;60;60;;
B39001202;0.2;15.61;0.59;15.8;POLYLINE;B39;39;F040011;P0004;;20;60;;
B19000102;0;15.61;0.19;15.8;POLYLINE;B19;19;F040011;P0004;;0;60;;
B39001203;2;15.41;2.39;15.6;POLYLINE;B39;39;F030011;P0004;;200;40;;
B39001204;1.2;15.41;1.59;15.6;POLYLINE;B39;39;F030011;P0004;;120;40;;
B39001205;1.6;15.41;1.99;15.6;POLYLINE;B39;39;F030011;P0004;;160;40;;
B39001206;0.8;15.41;1.19;15.6;POLYLINE;B39;39;F030011;P0004;;80;40;;
B39001207;0;15.41;0.39;15.6;POLYLINE;B39;39;F030011;P0004;;0;40;;
B39001208;0.4;15.41;0.79;15.6;POLYLINE;B39;39;F030011;P0004;;40;40;;
B39001209;1.8;15.21;2.19;15.4;POLYLINE;B39;39;F020012;P0004;;180;20;;
B39001210;1;15.21;1.39;15.4;POLYLINE;B39;39;F020012;P0004;;100;20;;
B39001211;1.4;15.21;1.79;15.4;POLYLINE;B39;39;F020012;P0004;;140;20;;
B39001212;0.6;15.21;0.99;15.4;POLYLINE;B39;39;F020012;P0004;;60;20;;
B39001213;0.2;15.21;0.59;15.4;POLYLINE;B39;39;F020012;P0004;;20;20;;
B19000103;0;15.21;0.19;15.4;POLYLINE;B19;19;F020012;P0004;;0;20;;
B39001214;2;15.01;2.39;15.2;POLYLINE;B39;39;F010011;P0004;;200;0;;
B39001215;1.2;15.01;1.59;15.2;POLYLINE;B39;39;F010011;P0004;;120;0;;
B39001216;1.6;15.01;1.99;15.2;POLYLINE;B39;39;F010011;P0004;;160;0;;
B39001217;0.8;15.01;1.19;15.2;POLYLINE;B39;39;F010011;P0004;;80;0;;
B39001218;0;15.01;0.39;15.2;POLYLINE;B39;39;F010011;P0004;;0;0;;
B39001219;0.4;15.01;0.79;15.2;POLYLINE;B39;39;F010011;P0004;;40;0;;
