ID bloco;Xi;Yi;Xf;Yf;Tipo;Layer;Lenght;ID fiada;ID par;Check;XiDelta;YiDelta;;
B19000027;46.4052;16.21;46.5952;16.4;POLYLINE;B19;19;F070008;P0007;;160;120;;
B19000028;47.4052;17.01;47.5952;17.2;POLYLINE;B19;19;F110009;P0007;;260;200;;
B19000029;47.4052;16.61;47.5952;16.8;POLYLINE;B19;19;F090009;P0007;;260;160;;
B19000030;47.4052;16.21;47.5952;16.4;POLYLINE;B19;19;F070008;P0007;;260;120;;
B19000031;48.8052;17.01;48.9952;17.2;POLYLINE;B19;19;F110008;P0007;;400;200;;
B19000032;48.8052;16.61;48.9952;16.8;POLYLINE;B19;19;F090008;P0007;;400;160;;
B19000033;48.8052;16.21;48.9952;16.4;POLYLINE;B19;19;F070007;P0007;;400;120;;
B39000443;49.4552;17.41;49.8452;17.6;POLYLINE;B39C;39;F130004;P0007;;465;240;;
B39000444;49.0052;17.41;49.3952;17.6;POLYLINE;B39C;39;F130004;P0007;;420;240;;
B04000023;49.4052;17.41;49.4452;17.6;POLYLINE;B04;4;F130004;P0007;;460;240;;
B39000445;48.6052;17.41;48.9952;17.6;POLYLINE;B39C;39;F130004;P0007;;380;240;;
B39000446;48.2052;17.41;48.5952;17.6;POLYLINE;B39C;39;F130004;P0007;;340;240;;
B39000447;47.8052;17.41;48.1952;17.6;POLYLINE;B39C;39;F130004;P0007;;300;240;;
B39000448;47.4052;17.41;47.7952;17.6;POLYLINE;B39C;39;F130004;P0007;;260;240;;
B39000449;47.0052;17.41;47.3952;17.6;POLYLINE;B39C;39;F130004;P0007;;220;240;;
B39000450;46.6052;17.41;46.9952;17.6;POLYLINE;B39C;39;F130004;P0007;;180;240;;
B39000451;46.2052;17.41;46.5952;17.6;POLYLINE;B39C;39;F130004;P0007;;140;240;;
B39000452;45.8052;17.41;46.1952;17.6;POLYLINE;B39C;39;F130004;P0007;;100;240;;
B39000453;45.4052;17.41;45.7952;17.6;POLYLINE;B39C;39;F130004;P0007;;60;240;;
B39000454;45.0052;17.41;45.3952;17.6;POLYLINE;B39C;39;F130004;P0007;;20;240;;
B14000030;44.8052;17.41;44.9452;17.6;POLYLINE;BP;14;F130004;P0007;;0;240;;
B04000024;44.9552;17.41;44.9952;17.6;POLYLINE;B04;4;F130004;P0007;;15;240;;
B14000031;49.7052;17.21;49.8452;17.4;POLYLINE;BP;14;F120004;P0007;;490;220;;
B04000025;49.6552;17.21;49.6952;17.4;POLYLINE;B04;4;F120004;P0007;;485;220;;
B39000455;49.2552;17.21;49.6452;17.4;POLYLINE;B39C;39;F120004;P0007;;445;220;;
B39000456;48.8052;17.21;49.1952;17.4;POLYLINE;B39C;39;F120004;P0007;;400;220;;
B04000026;49.2052;17.21;49.2452;17.4;POLYLINE;B04;4;F120004;P0007;;440;220;;
B39000457;48.4052;17.21;48.7952;17.4;POLYLINE;B39C;39;F120004;P0007;;360;220;;
B39000458;48.0052;17.21;48.3952;17.4;POLYLINE;B39C;39;F120004;P0007;;320;220;;
B39000459;47.6052;17.21;47.9952;17.4;POLYLINE;B39C;39;F120004;P0007;;280;220;;
B39000460;47.2052;17.21;47.5952;17.4;POLYLINE;B39C;39;F120004;P0007;;240;220;;
B39000461;46.8052;17.21;47.1952;17.4;POLYLINE;B39C;39;F120004;P0007;;200;220;;
B39000462;46.4052;17.21;46.7952;17.4;POLYLINE;B39C;39;F120004;P0007;;160;220;;
B39000463;46.0052;17.21;46.3952;17.4;POLYLINE;B39C;39;F120004;P0007;;120;220;;
B39000464;45.6052;17.21;45.9952;17.4;POLYLINE;B39C;39;F120004;P0007;;80;220;;
B39000465;45.2052;17.21;45.5952;17.4;POLYLINE;B39C;39;F120004;P0007;;40;220;;
B39000466;44.8052;17.21;45.1952;17.4;POLYLINE;B39C;39;F120004;P0007;;0;220;;
B39000467;49.4552;17.01;49.8452;17.2;POLYLINE;B39;39;F110008;P0007;;465;200;;
B39000468;49.0052;17.01;49.3952;17.2;POLYLINE;B39;39;F110008;P0007;;420;200;;
B04000027;49.4052;17.01;49.4452;17.2;POLYLINE;B04;4;F110008;P0007;;460;200;;
B39000469;47.0052;17.01;47.3952;17.2;POLYLINE;B39;39;F110009;P0007;;220;200;;
B39000470;46.6052;17.01;46.9952;17.2;POLYLINE;B39;39;F110009;P0007;;180;200;;
B14000032;44.8052;17.01;44.9452;17.2;POLYLINE;BP;14;F110010;P0007;;0;200;;
B04000028;44.9552;17.01;44.9952;17.2;POLYLINE;B04;4;F110010;P0007;;15;200;;
B14000033;49.7052;16.81;49.8452;17;POLYLINE;BP;14;F100008;P0007;;490;180;;
B04000029;49.6552;16.81;49.6952;17;POLYLINE;B04;4;F100008;P0007;;485;180;;
B39000471;49.2552;16.81;49.6452;17;POLYLINE;B39;39;F100008;P0007;;445;180;;
B39000472;48.8052;16.81;49.1952;17;POLYLINE;B39;39;F100008;P0007;;400;180;;
B04000030;49.2052;16.81;49.2452;17;POLYLINE;B04;4;F100008;P0007;;440;180;;
B39000473;47.2052;16.81;47.5952;17;POLYLINE;B39;39;F100009;P0007;;240;180;;
B39000474;46.8052;16.81;47.1952;17;POLYLINE;B39;39;F100009;P0007;;200;180;;
B39000475;46.4052;16.81;46.7952;17;POLYLINE;B39;39;F100009;P0007;;160;180;;
B39000476;44.8052;16.81;45.1952;17;POLYLINE;B39;39;F100010;P0007;;0;180;;
B39000477;49.4552;16.61;49.8452;16.8;POLYLINE;B39;39;F090008;P0007;;465;160;;
B39000478;49.0052;16.61;49.3952;16.8;POLYLINE;B39;39;F090008;P0007;;420;160;;
B04000031;49.4052;16.61;49.4452;16.8;POLYLINE;B04;4;F090008;P0007;;460;160;;
B39000479;47.0052;16.61;47.3952;16.8;POLYLINE;B39;39;F090009;P0007;;220;160;;
B39000480;46.6052;16.61;46.9952;16.8;POLYLINE;B39;39;F090009;P0007;;180;160;;
B14000034;44.8052;16.61;44.9452;16.8;POLYLINE;BP;14;F090010;P0007;;0;160;;
B04000032;44.9552;16.61;44.9952;16.8;POLYLINE;B04;4;F090010;P0007;;15;160;;
B14000035;49.7052;16.41;49.8452;16.6;POLYLINE;BP;14;F080008;P0007;;490;140;;
B04000033;49.6552;16.41;49.6952;16.6;POLYLINE;B04;4;F080008;P0007;;485;140;;
B39000481;49.2552;16.41;49.6452;16.6;POLYLINE;B39;39;F080008;P0007;;445;140;;
B39000482;48.8052;16.41;49.1952;16.6;POLYLINE;B39;39;F080008;P0007;;400;140;;
B04000034;49.2052;16.41;49.2452;16.6;POLYLINE;B04;4;F080008;P0007;;440;140;;
B39000483;47.2052;16.41;47.5952;16.6;POLYLINE;B39;39;F080009;P0007;;240;140;;
B39000484;46.8052;16.41;47.1952;16.6;POLYLINE;B39;39;F080009;P0007;;200;140;;
B39000485;46.4052;16.41;46.7952;16.6;POLYLINE;B39;39;F080009;P0007;;160;140;;
B39000486;44.8052;16.41;45.1952;16.6;POLYLINE;B39;39;F080010;P0007;;0;140;;
B39000487;49.4552;16.21;49.8452;16.4;POLYLINE;B39;39;F070007;P0007;;465;120;;
B39000488;49.0052;16.21;49.3952;16.4;POLYLINE;B39;39;F070007;P0007;;420;120;;
B04000035;49.4052;16.21;49.4452;16.4;POLYLINE;B04;4;F070007;P0007;;460;120;;
B39000489;47.0052;16.21;47.3952;16.4;POLYLINE;B39;39;F070008;P0007;;220;120;;
B39000490;46.6052;16.21;46.9952;16.4;POLYLINE;B39;39;F070008;P0007;;180;120;;
B14000036;44.8052;16.21;44.9452;16.4;POLYLINE;BP;14;F070009;P0007;;0;120;;
B04000036;44.9552;16.21;44.9952;16.4;POLYLINE;B04;4;F070009;P0007;;15;120;;
B14000037;49.7052;16.01;49.8452;16.2;POLYLINE;BP;14;F060007;P0007;;490;100;;
B04000037;49.6552;16.01;49.6952;16.2;POLYLINE;B04;4;F060007;P0007;;485;100;;
B39000491;49.2552;16.01;49.6452;16.2;POLYLINE;B39;39;F060007;P0007;;445;100;;
B39000492;48.8052;16.01;49.1952;16.2;POLYLINE;B39;39;F060007;P0007;;400;100;;
B04000038;49.2052;16.01;49.2452;16.2;POLYLINE;B04;4;F060007;P0007;;440;100;;
B39000493;47.2052;16.01;47.5952;16.2;POLYLINE;B39;39;F060008;P0007;;240;100;;
B39000494;46.8052;16.01;47.1952;16.2;POLYLINE;B39;39;F060008;P0007;;200;100;;
B39000495;46.4052;16.01;46.7952;16.2;POLYLINE;B39C;39;F060008;P0007;;160;100;;
B39000496;44.8052;16.01;45.1952;16.2;POLYLINE;B39C;39;F060008;P0007;;0;100;;
B39000497;49.4552;15.81;49.8452;16;POLYLINE;B39;39;F050007;P0007;;465;80;;
B39000498;49.0052;15.81;49.3952;16;POLYLINE;B39C;39;F050007;P0007;;420;80;;
B04000039;49.4052;15.81;49.4452;16;POLYLINE;B04;4;F050007;P0007;;460;80;;
B39000499;48.6052;15.81;48.9952;16;POLYLINE;B39C;39;F050007;P0007;;380;80;;
B39000500;48.2052;15.81;48.5952;16;POLYLINE;B39C;39;F050007;P0007;;340;80;;
B39000501;47.8052;15.81;48.1952;16;POLYLINE;B39C;39;F050007;P0007;;300;80;;
B39000502;47.4052;15.81;47.7952;16;POLYLINE;B39C;39;F050007;P0007;;260;80;;
B39000503;47.0052;15.81;47.3952;16;POLYLINE;B39C;39;F050007;P0007;;220;80;;
B39000504;46.6052;15.81;46.9952;16;POLYLINE;B39;39;F050007;P0007;;180;80;;
B39000505;46.2052;15.81;46.5952;16;POLYLINE;B39;39;F050007;P0007;;140;80;;
B39000506;45.8052;15.81;46.1952;16;POLYLINE;B39;39;F050007;P0007;;100;80;;
B39000507;45.4052;15.81;45.7952;16;POLYLINE;B39;39;F050007;P0007;;60;80;;
B39000508;45.0052;15.81;45.3952;16;POLYLINE;B39;39;F050007;P0007;;20;80;;
B14000038;44.8052;15.81;44.9452;16;POLYLINE;BP;14;F050007;P0007;;0;80;;
B04000040;44.9552;15.81;44.9952;16;POLYLINE;B04;4;F050007;P0007;;15;80;;
B14000039;49.7052;15.61;49.8452;15.8;POLYLINE;BP;14;F040007;P0007;;490;60;;
B04000041;49.6552;15.61;49.6952;15.8;POLYLINE;B04;4;F040007;P0007;;485;60;;
B39000509;49.2552;15.61;49.6452;15.8;POLYLINE;B39;39;F040007;P0007;;445;60;;
B39000510;48.8052;15.61;49.1952;15.8;POLYLINE;B39;39;F040007;P0007;;400;60;;
B04000042;49.2052;15.61;49.2452;15.8;POLYLINE;B04;4;F040007;P0007;;440;60;;
B39000511;48.4052;15.61;48.7952;15.8;POLYLINE;B39;39;F040007;P0007;;360;60;;
B39000512;48.0052;15.61;48.3952;15.8;POLYLINE;B39;39;F040007;P0007;;320;60;;
B39000513;47.6052;15.61;47.9952;15.8;POLYLINE;B39;39;F040007;P0007;;280;60;;
B39000514;47.2052;15.61;47.5952;15.8;POLYLINE;B39;39;F040007;P0007;;240;60;;
B39000515;46.8052;15.61;47.1952;15.8;POLYLINE;B39;39;F040007;P0007;;200;60;;
B39000516;46.4052;15.61;46.7952;15.8;POLYLINE;B39;39;F040007;P0007;;160;60;;
B39000517;46.0052;15.61;46.3952;15.8;POLYLINE;B39;39;F040007;P0007;;120;60;;
B39000518;45.6052;15.61;45.9952;15.8;POLYLINE;B39;39;F040007;P0007;;80;60;;
B39000519;45.2052;15.61;45.5952;15.8;POLYLINE;B39;39;F040007;P0007;;40;60;;
B39000520;44.8052;15.61;45.1952;15.8;POLYLINE;B39;39;F040007;P0007;;0;60;;
B39000521;49.4552;15.41;49.8452;15.6;POLYLINE;B39;39;F030007;P0007;;465;40;;
B39000522;49.0052;15.41;49.3952;15.6;POLYLINE;B39;39;F030007;P0007;;420;40;;
B04000043;49.4052;15.41;49.4452;15.6;POLYLINE;B04;4;F030007;P0007;;460;40;;
B39000523;48.6052;15.41;48.9952;15.6;POLYLINE;B39;39;F030007;P0007;;380;40;;
B39000524;48.2052;15.41;48.5952;15.6;POLYLINE;B39;39;F030007;P0007;;340;40;;
B39000525;47.8052;15.41;48.1952;15.6;POLYLINE;B39;39;F030007;P0007;;300;40;;
B39000526;47.4052;15.41;47.7952;15.6;POLYLINE;B39;39;F030007;P0007;;260;40;;
B39000527;47.0052;15.41;47.3952;15.6;POLYLINE;B39;39;F030007;P0007;;220;40;;
B39000528;46.6052;15.41;46.9952;15.6;POLYLINE;B39;39;F030007;P0007;;180;40;;
B39000529;46.2052;15.41;46.5952;15.6;POLYLINE;B39;39;F030007;P0007;;140;40;;
B39000530;45.8052;15.41;46.1952;15.6;POLYLINE;B39;39;F030007;P0007;;100;40;;
B39000531;45.4052;15.41;45.7952;15.6;POLYLINE;B39C;39;F030007;P0007;;60;40;;
B39000532;45.0052;15.41;45.3952;15.6;POLYLINE;B39C;39;F030007;P0007;;20;40;;
B14000040;44.8052;15.41;44.9452;15.6;POLYLINE;BP;14;F030007;P0007;;0;40;;
B04000044;44.9552;15.41;44.9952;15.6;POLYLINE;B04;4;F030007;P0007;;15;40;;
B14000041;49.7052;15.21;49.8452;15.4;POLYLINE;BP;14;F020007;P0007;;490;20;;
B04000045;49.6552;15.21;49.6952;15.4;POLYLINE;B04;4;F020007;P0007;;485;20;;
B39000533;49.2552;15.21;49.6452;15.4;POLYLINE;B39;39;F020007;P0007;;445;20;;
B39000534;48.8052;15.21;49.1952;15.4;POLYLINE;B39;39;F020007;P0007;;400;20;;
B04000046;49.2052;15.21;49.2452;15.4;POLYLINE;B04;4;F020007;P0007;;440;20;;
B39000535;48.4052;15.21;48.7952;15.4;POLYLINE;B39;39;F020007;P0007;;360;20;;
B39000536;48.0052;15.21;48.3952;15.4;POLYLINE;B39;39;F020007;P0007;;320;20;;
B39000537;47.6052;15.21;47.9952;15.4;POLYLINE;B39;39;F020007;P0007;;280;20;;
B39000538;47.2052;15.21;47.5952;15.4;POLYLINE;B39;39;F020007;P0007;;240;20;;
B39000539;46.8052;15.21;47.1952;15.4;POLYLINE;B39;39;F020007;P0007;;200;20;;
B39000540;46.4052;15.21;46.7952;15.4;POLYLINE;B39;39;F020007;P0007;;160;20;;
B39000541;46.0052;15.21;46.3952;15.4;POLYLINE;B39;39;F020007;P0007;;120;20;;
B39000542;45.6052;15.21;45.9952;15.4;POLYLINE;B39;39;F020007;P0007;;80;20;;
B39000543;44.8052;15.21;45.1952;15.4;POLYLINE;B39;39;F020008;P0007;;0;20;;
B39000544;49.4552;15.01;49.8452;15.2;POLYLINE;B39;39;F010007;P0007;;465;0;;
B39000545;49.0052;15.01;49.3952;15.2;POLYLINE;B39;39;F010007;P0007;;420;0;;
B04000047;49.4052;15.01;49.4452;15.2;POLYLINE;B04;4;F010007;P0007;;460;0;;
B39000546;48.6052;15.01;48.9952;15.2;POLYLINE;B39;39;F010007;P0007;;380;0;;
B39000547;48.2052;15.01;48.5952;15.2;POLYLINE;B39;39;F010007;P0007;;340;0;;
B39000548;47.8052;15.01;48.1952;15.2;POLYLINE;B39;39;F010007;P0007;;300;0;;
B39000549;47.4052;15.01;47.7952;15.2;POLYLINE;B39;39;F010007;P0007;;260;0;;
B39000550;47.0052;15.01;47.3952;15.2;POLYLINE;B39;39;F010007;P0007;;220;0;;
B39000551;46.6052;15.01;46.9952;15.2;POLYLINE;B39;39;F010007;P0007;;180;0;;
B39000552;46.2052;15.01;46.5952;15.2;POLYLINE;B39;39;F010007;P0007;;140;0;;
B39000553;45.8052;15.01;46.1952;15.2;POLYLINE;B39;39;F010007;P0007;;100;0;;
B39000554;45.4052;15.01;45.7952;15.2;POLYLINE;B39C;39;F010007;P0007;;60;0;;
B39000555;45.0052;15.01;45.3952;15.2;POLYLINE;B39C;39;F010007;P0007;;20;0;;
B14000042;44.8052;15.01;44.9452;15.2;POLYLINE;BP;14;F010007;P0007;;0;0;;
B04000048;44.9552;15.01;44.9952;15.2;POLYLINE;B04;4;F010007;P0007;;15;0;;
B34000015;41.4652;17.41;41.8052;17.6;POLYLINE;B34C;34;F130003;P0008;;330;240;;
B34000016;41.4652;17.41;41.8052;17.6;POLYLINE;B34C;34;F130003;P0008;;330;240;;
B34000017;38.3154;17.41;38.6554;17.6;POLYLINE;B34C;34;F130003;P0008;;15;240;;
B34000018;38.3154;17.41;38.6554;17.6;POLYLINE;B34C;34;F130003;P0008;;15;240;;
B34000019;38.5154;17.21;38.8554;17.4;POLYLINE;B34C;34;F120003;P0008;;35;220;;
B34000020;38.5154;17.21;38.8554;17.4;POLYLINE;B34C;34;F120003;P0008;;35;220;;
B19000034;38.3154;17.21;38.5054;17.4;POLYLINE;B19C;19;F120003;P0008;;15;220;;
B39000556;39.0654;17.41;39.4554;17.6;POLYLINE;B39C;39;F130003;P0008;;90;240;;
B39000557;38.6654;17.41;39.0554;17.6;POLYLINE;B39C;39;F130003;P0008;;50;240;;
B39000558;38.8654;17.21;39.2554;17.4;POLYLINE;B39C;39;F120003;P0008;;70;220;;
B39000559;41.0654;17.41;41.4554;17.6;POLYLINE;B39C;39;F130003;P0008;;290;240;;
B39000560;40.2654;17.41;40.6554;17.6;POLYLINE;B39C;39;F130003;P0008;;210;240;;
B39000561;39.8654;17.41;40.2554;17.6;POLYLINE;B39C;39;F130003;P0008;;170;240;;
B39000562;40.6654;17.41;41.0554;17.6;POLYLINE;B39C;39;F130003;P0008;;250;240;;
B39000563;39.4654;17.41;39.8554;17.6;POLYLINE;B39C;39;F130003;P0008;;130;240;;
B39000564;39.2654;17.21;39.6554;17.4;POLYLINE;B39C;39;F120003;P0008;;110;220;;
B39000565;41.2654;17.21;41.6554;17.4;POLYLINE;B39;39;F120003;P0008;;310;220;;
B39000566;40.4654;17.21;40.8554;17.4;POLYLINE;B39;39;F120003;P0008;;230;220;;
B39000567;40.0654;17.21;40.4554;17.4;POLYLINE;B39;39;F120003;P0008;;190;220;;
B39000568;40.8654;17.21;41.2554;17.4;POLYLINE;B39;39;F120003;P0008;;270;220;;
B39000569;39.6654;17.21;40.0554;17.4;POLYLINE;B39;39;F120003;P0008;;150;220;;
B14000043;41.6652;17.21;41.8052;17.4;POLYLINE;BP;14;F120003;P0008;;350;220;;
B19000035;39.2654;17.01;39.4554;17.2;POLYLINE;B19;19;F110006;P0008;;110;200;;
B34000021;41.4652;17.01;41.8052;17.2;POLYLINE;B34;34;F110006;P0008;;330;200;;
B34000022;41.4652;17.01;41.8052;17.2;POLYLINE;B34;34;F110006;P0008;;330;200;;
B39000570;41.0654;17.01;41.4554;17.2;POLYLINE;B39;39;F110006;P0008;;290;200;;
B39000571;40.2654;17.01;40.6554;17.2;POLYLINE;B39;39;F110006;P0008;;210;200;;
B39000572;39.8654;17.01;40.2554;17.2;POLYLINE;B39;39;F110006;P0008;;170;200;;
B39000573;40.6654;17.01;41.0554;17.2;POLYLINE;B39;39;F110006;P0008;;250;200;;
B39000574;39.4654;17.01;39.8554;17.2;POLYLINE;B39;39;F110006;P0008;;130;200;;
B04000049;38.3152;17.01;38.3552;17.2;POLYLINE;B04;4;F110007;P0008;;15;200;;
B39000575;39.2654;16.81;39.6554;17;POLYLINE;B39;39;F100006;P0008;;110;180;;
B39000576;41.2654;16.81;41.6554;17;POLYLINE;B39;39;F100006;P0008;;310;180;;
B39000577;40.4654;16.81;40.8554;17;POLYLINE;B39;39;F100006;P0008;;230;180;;
B39000578;40.0654;16.81;40.4554;17;POLYLINE;B39;39;F100006;P0008;;190;180;;
B39000579;40.8654;16.81;41.2554;17;POLYLINE;B39;39;F100006;P0008;;270;180;;
B39000580;39.6654;16.81;40.0554;17;POLYLINE;B39;39;F100006;P0008;;150;180;;
B14000044;41.6652;16.81;41.8052;17;POLYLINE;BP;14;F100006;P0008;;350;180;;
B04000050;38.3152;16.81;38.3552;17;POLYLINE;B04;4;F100007;P0008;;15;180;;
B19000036;39.2654;16.61;39.4554;16.8;POLYLINE;B19;19;F090006;P0008;;110;160;;
B34000023;41.4652;16.61;41.8052;16.8;POLYLINE;B34;34;F090006;P0008;;330;160;;
B34000024;41.4652;16.61;41.8052;16.8;POLYLINE;B34;34;F090006;P0008;;330;160;;
B39000581;41.0654;16.61;41.4554;16.8;POLYLINE;B39;39;F090006;P0008;;290;160;;
B39000582;40.2654;16.61;40.6554;16.8;POLYLINE;B39;39;F090006;P0008;;210;160;;
B39000583;39.8654;16.61;40.2554;16.8;POLYLINE;B39;39;F090006;P0008;;170;160;;
B39000584;40.6654;16.61;41.0554;16.8;POLYLINE;B39;39;F090006;P0008;;250;160;;
B39000585;39.4654;16.61;39.8554;16.8;POLYLINE;B39;39;F090006;P0008;;130;160;;
B04000051;38.3152;16.61;38.3552;16.8;POLYLINE;B04;4;F090007;P0008;;15;160;;
B39000586;39.2654;16.41;39.6554;16.6;POLYLINE;B39;39;F080006;P0008;;110;140;;
B39000587;41.2654;16.41;41.6554;16.6;POLYLINE;B39;39;F080006;P0008;;310;140;;
B39000588;40.4654;16.41;40.8554;16.6;POLYLINE;B39;39;F080006;P0008;;230;140;;
B39000589;40.0654;16.41;40.4554;16.6;POLYLINE;B39;39;F080006;P0008;;190;140;;
B39000590;40.8654;16.41;41.2554;16.6;POLYLINE;B39;39;F080006;P0008;;270;140;;
B39000591;39.6654;16.41;40.0554;16.6;POLYLINE;B39;39;F080006;P0008;;150;140;;
B14000045;41.6652;16.41;41.8052;16.6;POLYLINE;BP;14;F080006;P0008;;350;140;;
B04000052;38.3152;16.41;38.3552;16.6;POLYLINE;B04;4;F080007;P0008;;15;140;;
B19000037;39.2654;16.21;39.4554;16.4;POLYLINE;B19;19;F070005;P0008;;110;120;;
B34000025;41.4652;16.21;41.8052;16.4;POLYLINE;B34;34;F070005;P0008;;330;120;;
B34000026;41.4652;16.21;41.8052;16.4;POLYLINE;B34;34;F070005;P0008;;330;120;;
B39000592;41.0654;16.21;41.4554;16.4;POLYLINE;B39;39;F070005;P0008;;290;120;;
B39000593;40.2654;16.21;40.6554;16.4;POLYLINE;B39;39;F070005;P0008;;210;120;;
B39000594;39.8654;16.21;40.2554;16.4;POLYLINE;B39;39;F070005;P0008;;170;120;;
B39000595;40.6654;16.21;41.0554;16.4;POLYLINE;B39;39;F070005;P0008;;250;120;;
B39000596;39.4654;16.21;39.8554;16.4;POLYLINE;B39;39;F070005;P0008;;130;120;;
B04000053;38.3152;16.21;38.3552;16.4;POLYLINE;B04;4;F070006;P0008;;15;120;;
B39000597;39.2654;16.01;39.6554;16.2;POLYLINE;B39;39;F060005;P0008;;110;100;;
B39000598;41.2654;16.01;41.6554;16.2;POLYLINE;B39;39;F060005;P0008;;310;100;;
B39000599;40.4654;16.01;40.8554;16.2;POLYLINE;B39;39;F060005;P0008;;230;100;;
B39000600;40.0654;16.01;40.4554;16.2;POLYLINE;B39;39;F060005;P0008;;190;100;;
B39000601;40.8654;16.01;41.2554;16.2;POLYLINE;B39;39;F060005;P0008;;270;100;;
B39000602;39.6654;16.01;40.0554;16.2;POLYLINE;B39;39;F060005;P0008;;150;100;;
B14000046;41.6652;16.01;41.8052;16.2;POLYLINE;BP;14;F060005;P0008;;350;100;;
B04000054;38.3152;16.01;38.3552;16.2;POLYLINE;B04;4;F060006;P0008;;15;100;;
B19000038;39.2654;15.81;39.4554;16;POLYLINE;B19;19;F050005;P0008;;110;80;;
B34000027;41.4652;15.81;41.8052;16;POLYLINE;B34;34;F050005;P0008;;330;80;;
B34000028;41.4652;15.81;41.8052;16;POLYLINE;B34;34;F050005;P0008;;330;80;;
B39000603;41.0654;15.81;41.4554;16;POLYLINE;B39;39;F050005;P0008;;290;80;;
B39000604;40.2654;15.81;40.6554;16;POLYLINE;B39;39;F050005;P0008;;210;80;;
B39000605;39.8654;15.81;40.2554;16;POLYLINE;B39;39;F050005;P0008;;170;80;;
B39000606;40.6654;15.81;41.0554;16;POLYLINE;B39;39;F050005;P0008;;250;80;;
B39000607;39.4654;15.81;39.8554;16;POLYLINE;B39;39;F050005;P0008;;130;80;;
B04000055;38.3152;15.81;38.3552;16;POLYLINE;B04;4;F050006;P0008;;15;80;;
B39000608;39.2654;15.61;39.6554;15.8;POLYLINE;B39;39;F040005;P0008;;110;60;;
B39000609;41.2654;15.61;41.6554;15.8;POLYLINE;B39;39;F040005;P0008;;310;60;;
B39000610;40.4654;15.61;40.8554;15.8;POLYLINE;B39;39;F040005;P0008;;230;60;;
B39000611;40.0654;15.61;40.4554;15.8;POLYLINE;B39;39;F040005;P0008;;190;60;;
B39000612;40.8654;15.61;41.2554;15.8;POLYLINE;B39;39;F040005;P0008;;270;60;;
B39000613;39.6654;15.61;40.0554;15.8;POLYLINE;B39;39;F040005;P0008;;150;60;;
B14000047;41.6652;15.61;41.8052;15.8;POLYLINE;BP;14;F040005;P0008;;350;60;;
B04000056;38.3152;15.61;38.3552;15.8;POLYLINE;B04;4;F040006;P0008;;15;60;;
B19000039;39.2654;15.41;39.4554;15.6;POLYLINE;B19;19;F030005;P0008;;110;40;;
B34000029;41.4652;15.41;41.8052;15.6;POLYLINE;B34;34;F030005;P0008;;330;40;;
B34000030;41.4652;15.41;41.8052;15.6;POLYLINE;B34;34;F030005;P0008;;330;40;;
B39000614;41.0654;15.41;41.4554;15.6;POLYLINE;B39;39;F030005;P0008;;290;40;;
B39000615;40.2654;15.41;40.6554;15.6;POLYLINE;B39;39;F030005;P0008;;210;40;;
B39000616;39.8654;15.41;40.2554;15.6;POLYLINE;B39;39;F030005;P0008;;170;40;;
B39000617;40.6654;15.41;41.0554;15.6;POLYLINE;B39;39;F030005;P0008;;250;40;;
B39000618;39.4654;15.41;39.8554;15.6;POLYLINE;B39;39;F030005;P0008;;130;40;;
B04000057;38.3152;15.41;38.3552;15.6;POLYLINE;B04;4;F030006;P0008;;15;40;;
B39000619;39.2654;15.21;39.6554;15.4;POLYLINE;B39;39;F020005;P0008;;110;20;;
B39000620;41.2654;15.21;41.6554;15.4;POLYLINE;B39;39;F020005;P0008;;310;20;;
B39000621;40.4654;15.21;40.8554;15.4;POLYLINE;B39;39;F020005;P0008;;230;20;;
B39000622;40.0654;15.21;40.4554;15.4;POLYLINE;B39;39;F020005;P0008;;190;20;;
B39000623;40.8654;15.21;41.2554;15.4;POLYLINE;B39;39;F020005;P0008;;270;20;;
B39000624;39.6654;15.21;40.0554;15.4;POLYLINE;B39;39;F020005;P0008;;150;20;;
B14000048;41.6652;15.21;41.8052;15.4;POLYLINE;BP;14;F020005;P0008;;350;20;;
B04000058;38.3152;15.21;38.3552;15.4;POLYLINE;B04;4;F020006;P0008;;15;20;;
B19000040;39.2654;15.01;39.4554;15.2;POLYLINE;B19;19;F010005;P0008;;110;0;;
B34000031;41.4652;15.01;41.8052;15.2;POLYLINE;B34;34;F010005;P0008;;330;0;;
B34000032;41.4652;15.01;41.8052;15.2;POLYLINE;B34;34;F010005;P0008;;330;0;;
B39000625;41.0654;15.01;41.4554;15.2;POLYLINE;B39;39;F010005;P0008;;290;0;;
B39000626;40.2654;15.01;40.6554;15.2;POLYLINE;B39;39;F010005;P0008;;210;0;;
B39000627;39.8654;15.01;40.2554;15.2;POLYLINE;B39;39;F010005;P0008;;170;0;;
B39000628;40.6654;15.01;41.0554;15.2;POLYLINE;B39;39;F010005;P0008;;250;0;;
B39000629;39.4654;15.01;39.8554;15.2;POLYLINE;B39;39;F010005;P0008;;130;0;;
B04000059;38.3152;15.01;38.3552;15.2;POLYLINE;B04;4;F010006;P0008;;15;0;;
B34000033;26.425;16.21;26.765;16.4;POLYLINE;B34;34;F070020;P0002;;-3872;120;;
B34000034;26.425;16.21;26.765;16.4;POLYLINE;B34;34;F070020;P0002;;-3872;120;;
B34000035;26.425;15.81;26.765;16;POLYLINE;B34;34;F050014;P0002;;-3872;80;;
B34000036;26.425;15.81;26.765;16;POLYLINE;B34;34;F050014;P0002;;-3872;80;;
